an;cod_fiscal;nume;loc;str;nr;di;dp;fax;sect;tel;jud_com;nr_com;an_com;act_aut;tva;sfarsit;cp;data_stare;stare;judet;imp_100;imp_120;imp_200;imp_410;imp_416;imp_420;imp_423;imp_430;imp_439;imp_500;imp_602;imp_701;imp_710;imp_755;imp_756;bilanturi;bilantultim;imp_412;imp_480;imp_432;detalii_adresa;bloc;scara;etaj;ap;cod fiscal;CAEN;CAENO;I1;I2;I3;I4;I5;I6;I7;I8;I9;I10;I11;I12;I13;I14;I15;I16;I17;I18;I19;I20;I21;I22;I23;I24;I25;I26;I27;I28;I29;I30;I31;I32;I33;I34;I35;I36;I37;I38;I39;I40;I41;I42;I43;I44;I45;I46;DEN_CAENO;DEN_CAEN
2018;14596060;ASOCIATIA COMPOSESORAT VALEA GHIPESULUI;Ghipe≠;Ghipe≠;136;30 Ianuarie   2020;30 Ianuarie   2020;;;;;;null;1730/03.07.2001.;NU;null;537182;22 Aprilie    2002;INREGISTRAT;HARGHITA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2020;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;01-01-2020;01-01-2020;01-01-2020;;;;;;14596060;0;9499;500641;335574;0;15228;-490050;10591;0;0;810396;10591;0;10591;0;867314;0;867311;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;867314;0;867311;0;3;0;0;2;;Activitati ale altor organizatii n.c.a.;Fara activitate economica
2018;14596087;"ASOCIATIA AGRICOLA FORESTIERA ""ROPO""";T«ietura;T«ietura;183;23 Februarie  2017;23 Februarie  2017;;;;;;null;665/12.03.2002.;NU;null;537217;22 Aprilie    2002;INREGISTRAT;HARGHITA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;NU;NU;NU;;;;;;14596087;0;9499;0;13319;0;2370;1802;1802;0;0;9147;1802;0;1802;0;14730;0;14729;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14730;0;14729;0;1;0;0;0;;Activitati ale altor organizatii n.c.a.;Fara activitate economica
2018;14654323;ASOCIATIA PROPRIETARILOR DE PADURI PARTICULARE DIN COMUNA LAZAREA;L«zarea;L«zarea;1193;01 Iulie      2011;01 Iulie      2011;;;;;;null;1/29.04.2002.;NU;null;537135;24 Mai        2002;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU; ;;NU;NU;NU;;;;;;14654323;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK
2018;14671464;ASOCIATIA PROPRIETARILOR DE PADURE SIMON ISTVAN;Suseni;Suseni;615;22 Decembrie  2015;22 Decembrie  2015;;;;;;null;1/10.05.2002.;NU;null;537305;03 Iunie      2002;INREGISTRAT;HARGHITA;01-01-2015;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;;NU;NU;NU;;;;;;14671464;210;9499;0;52365;0;29111;23254;23254;0;0;0;23254;0;23254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184000;182147;183000;180022;1000;2125;0;0;184000;182147;183000;180022;1000;2125;0;0;0;;Activitati ale altor organizatii n.c.a.;Silvicultura si alte activitati forestiere
2018;14676992;ASOCIATIA PROPRIETARILOR DE PADURE BARAT FERENCZI JOZSEF;Suseni;Suseni;849;24 Iulie      2017;07 August     2017;;;;;;null;1/28.05.2002.;NU;null;537305;05 Iunie      2002;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;NU;NU;NU;;;;;;14676992;210;9499;0;6647;0;104;6543;6543;0;0;0;6543;0;6543;7790;9500;7590;8507;200;993;0;0;0;0;0;0;0;0;0;0;17790;20682;17790;21541;0;0;0;859;25580;30182;25380;30048;200;134;0;0;0;0;Activitati ale altor organizatii n.c.a.;Silvicultura si alte activitati forestiere
2018;14690946;"ASOCIATIA PROPRIETARILOR DE PADURI PARTICULARE DIN SATU-MARE ""TELGSAG""";Satu Mare;Satu Mare;450;25 Ianuarie   2012;20 Aprilie    2012;;;;;;null;1328/21.05.2002.;NU;null;537026;12 Iunie      2002;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;;NU;NU;NU;;;;;;14690946;0;9499;0;5;0;1732;-1727;-1727;0;0;0;-1727;0;-1727;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Activitati ale altor organizatii n.c.a.;Fara activitate economica
2018;14696965;"ASOCIATIA PROPRIETARILOR DE PADURI PARTICULARE DIN BRADESTI ""VIRGO""";Br«de≠ti;Br«de≠ti;89;23 Februarie  2017;23 Februarie  2017;;;;;;null;1386/28.05.2002.;NU;null;537025;14 Iunie      2002;INREGISTRAT;HARGHITA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;;NU;NU;NU;;;;;;14696965;0;9499;0;43502;0;31550;356;356;0;0;11596;356;0;356;0;133170;0;133165;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133170;0;133165;0;5;0;0;0;;Activitati ale altor organizatii n.c.a.;Fara activitate economica
2018;14698737;GRUPUL ASOCIATIV DE PADURE NR. 19 BOGAROS;Suseni;Suseni;931;01 Februarie  2018;05 Februarie  2018;;;;;;null;1/10.05.2002.;01-11-2015;null;537305;17 Iunie      2002;INREGISTRAT;HARGHITA;NU;01-01-2018;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_AN2014,WEB_AN2015,WEB_AN2016,WEB_AN2017,WEB_AN2018;;NU;NU;NU;;;;;;14698737;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK
2018;14768581;COMPOSESORATUL DE PADURI VIDACUT;Vidacut;Vidacut;22;01 Iulie      2011;01 Iulie      2011;;;;;;null;591/18.04.2002.;NU;null;537259;23 Iulie      2002;INREGISTRAT;HARGHITA;01-01-2007;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2017,WEB_ONG_AN2018;;NU;NU;NU;;;;;;14768581;210;9499;1949;89260;0;87109;2151;4100;0;0;0;4100;0;4100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40528;0;35971;0;4557;0;0;0;40528;0;35971;0;4557;0;0;0;0;Activitati ale altor organizatii n.c.a.;Silvicultura si alte activitati forestiere
2018;14783492;SOCIETATEA COMPOSESORAT BETESTI;Bete≠ti;Bete≠ti;116;01 Iulie      2011;01 Iulie      2011;;;;;;null;719/02.05.2000.;NU;null;537208;30 Iulie      2002;INREGISTRAT;HARGHITA;01-01-2007;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2018;;NU;NU;NU;;;;;;14783492;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK
2018;14783506;"ASOCIATIA AGRICOLA FORESTIERA ""TAMAS BUKK""";M«ti≠eni;M«ti≠eni;86;09 Martie     2017;02 Ianuarie   2018;;;;;;null;1612/18.06.2002.;NU;null;537213;30 Iulie      2002;INREGISTRAT;HARGHITA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2013;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;;01-01-2018;01-01-2018;01-01-2018;;;;;;14783506;0;9499;0;35032;0;4149;5223;5223;0;0;25660;5223;0;5223;0;113785;0;113781;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113785;0;113781;0;4;0;0;1;;Activitati ale altor organizatii n.c.a.;Fara activitate economica
2018;14783514;"ASOCIATIA AGRICOLA FORESTIERA ""VEDE""";LutiÓa;LutiÓa;311;25 Aprilie    2019;25 Aprilie    2019;;;;;;null;1614/18.06.2002.;NU;null;537212;30 Iulie      2002;INREGISTRAT;HARGHITA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;;NU;NU;NU;;;;;;14783514;0;9499;0;64765;0;7990;5936;5936;0;0;50839;5936;0;5936;0;220412;0;220410;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220412;0;220410;0;2;0;0;0;;Activitati ale altor organizatii n.c.a.;Fara activitate economica
2018;14827440;"ASOCIATIA ""COMPOSESORAT BISERICANI""";Bisericani;Bisericani;61;27 Iulie      2016;02 Ianuarie   2018;;;0745627045;;;null;577/18.04.2000.;13-08-2013;null;537166;21 August     2002;INREGISTRAT;HARGHITA;01-01-2008;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2011;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;01-01-2018;01-01-2018;01-01-2018;;;;;;14827440;210;9499;909239;1054116;38744;81525;972591;1920574;0;0;856856;1063718;0;1063718;0;44238;0;44127;0;111;0;0;0;0;0;0;0;0;0;0;0;832298;0;826729;0;5569;0;0;0;876536;0;870856;0;5680;0;0;0;5;Activitati ale altor organizatii n.c.a.;Silvicultura si alte activitati forestiere
2018;14832331;"ASOCIATIA ""COMPOSESORAT BOGARFALVA KOZBIRTOKOSSAGA""";Bulg«reni;Bulg«reni;28;26 Noiembrie  2014;02 Ianuarie   2018;;;;;;null;581/18.04.2000.;01-12-2014;null;537167;22 August     2002;INREGISTRAT;HARGHITA;01-01-2008;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2011;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;01-01-2018;01-01-2018;01-01-2018;;;;;;14832331;210;9499;131368;1083856;0;13273;1070583;1201951;0;0;782691;419260;0;419260;0;112406;0;118656;0;0;0;6250;0;0;0;0;0;0;0;0;0;317875;0;316056;0;1819;0;0;0;430281;0;434712;0;0;0;4431;0;4;Activitati ale altor organizatii n.c.a.;Silvicultura si alte activitati forestiere
2018;14913452;COMPOSESORATUL DE PADURE MUGENI;Mugeni;Mugeni;197;23 Februarie  2017;02 Ianuarie   2018;;;;;;null;722/02.05.2000.;NU;null;537205;01 Octombrie  2002;INREGISTRAT;HARGHITA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;09-09-2016;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;;01-01-2018;01-01-2018;01-01-2018;;;;;;14913452;0;9499;0;68218;0;49381;1649;1649;0;0;17188;1649;0;1649;0;79847;0;79841;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79847;0;79841;0;6;0;0;1;;Activitati ale altor organizatii n.c.a.;Fara activitate economica
2018;14920344;"ASOCIATIA COMPOSESORALA ""KEREKMEZO""";Nicoleni;Nicoleni;15;18 Octombrie  2018;18 Octombrie  2018;;;;;;null;634/25.04.2000.;NU;null;537322;03 Octombrie  2002;INREGISTRAT;HARGHITA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;NU;NU;NU;;;;;;14920344;0;9499;0;3;0;3589;-3586;-3586;1600;0;0;-5186;0;-5186;0;10394;0;11403;0;0;0;1009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10394;0;11403;0;0;0;1009;0;;Activitati ale altor organizatii n.c.a.;Fara activitate economica
2018;14930038;"ASOCIATIA ""COMPOSESORAT MALOMFALVA KOZBIRTOKOSSAGA""";Mor«reni;Mor«reni;203/A;25 Aprilie    2019;25 Aprilie    2019;;;0748294989;;;null;583/18.04.2000.;NU;null;537169;09 Octombrie  2002;INREGISTRAT;HARGHITA;01-01-2016;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;;NU;NU;NU;;;;;;14930038;0;9499;614864;729330;-606704;10556;718774;726934;0;0;0;726934;0;726934;0;574213;0;317569;0;256644;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;574213;0;317569;0;256644;0;0;0;;Activitati ale altor organizatii n.c.a.;Fara activitate economica
2018;15021273;COMPOS EXIMP SA;Joseni; ;1;05 Noiembrie  2019;05 Noiembrie  2019;;;0266363221;J19;394;2002;;NU;null;537130;18 Noiembrie  2002;INREGISTRAT;HARGHITA;NU;01-01-2017;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_AN2014,WEB_UU_AN2015,WEB_UU_AN2016,WEB_UU_AN2017,WEB_UU_AN2018;;NU;NU;NU;;;;;;15021273;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK
2018;15037628;"COMPOSESORAT ""FIRTOSVARALJA KOZBIRTOKOSSAGA""";Firtu≠u;Firtu≠u;30;06 Mai        2015;02 Ianuarie   2018;;;;;;null;592/18.04.2000.;NU;null;537168;25 Noiembrie  2002;INREGISTRAT;HARGHITA;01-01-2011;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-05-2015;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015;;NU;01-01-2018;NU;;;;;;15037628;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK
2018;15037636;COMPOSESORAT SZEKELYPALFALVA KOZBIRTOKOSSAGA;P«uleni;P«uleni;137;15 Ianuarie   2018;17 Ianuarie   2018;;;;;;null;585/18.04.2000.;01-04-2009;null;537172;25 Noiembrie  2002;INREGISTRAT;HARGHITA;01-01-2008;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-01-2018;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;01-01-2018;01-01-2018;01-01-2018;;;;;;15037636;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK
2018;15039955;"COMPOSESORATUL DE PADURE SI PASUNE ""BECLEAN""";Odorheiu Secuiesc;Tam†si µron;30;27 Februarie  2017;28 Februarie  2017;;;;;;null;717/02.05.2002.;NU;null;535600;26 Noiembrie  2002;INREGISTRAT;HARGHITA;01-01-2015;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;NU;NU;NU;;;;;;15039955;210;9499;81636;1318647;0;15911;1302736;1384372;0;0;1107648;276724;0;276724;0;9313;0;11804;0;0;0;2491;0;0;0;0;0;0;0;0;0;62121;0;29276;0;32845;0;0;0;71434;0;41080;0;30354;0;0;0;;Activitati ale altor organizatii n.c.a.;Silvicultura si alte activitati forestiere
2018;15079160;GRUPUL ASOCIATIV DE PADURE NR.20 SUSENI;Suseni;Suseni;975;05 Ianuarie   2018;30 Ianuarie   2018;;;;;;null;1/10.05.2002.;NU;null;537305;10 Decembrie  2002;INREGISTRAT;HARGHITA;01-01-2008;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;NU;NU;NU;;;;;;15079160;210;9499;45033;85239;0;90001;-4762;40271;0;0;0;40271;0;40271;16860;30000;14447;21892;2413;8108;0;0;0;0;0;0;0;0;0;0;105727;147850;105727;152716;0;0;0;4866;122587;177850;120174;174608;2413;3242;0;0;0;0;Activitati ale altor organizatii n.c.a.;Silvicultura si alte activitati forestiere
2018;15079178;GRUPUL ASOCIATIV DE PADURE NR. 28 SUSENI;Suseni;Suseni;602;01 Octombrie  2018;01 Octombrie  2018;;;;;;null;1/24.05.2002.;NU;null;537305;10 Decembrie  2002;INREGISTRAT;HARGHITA;01-01-2008;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;;NU;NU;NU;;;;;;15079178;9499;9499;14621;6791;0;15625;-8834;5787;0;0;0;5787;0;5787;19800;32640;18985;18709;815;13931;0;0;0;0;0;0;0;0;0;0;50063;61356;50063;73420;0;0;0;12064;69863;93996;69048;92129;815;1867;0;0;1;1;Activitati ale altor organizatii n.c.a.;Activitati ale altor organizatii n.c.a.
2018;15079186;GRUPUL ASOCIATIV DE PADURE NR. 17 SUSENI;Suseni;Suseni;102;14 Noiembrie  2019;14 Noiembrie  2019;;;;;;null;1/14.05.2002.;14-11-2019;null;537305;10 Decembrie  2002;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;NU;NU;NU;;;;;;15079186;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK;#HIµNYZIK
2018;15096365;"ASOCIATIA ""UNIUNEA PROPRIETARILOR DE PADURI SI PASUNI PARTICULARE KUKULLO";Praid;Praid;1191/H;19 Aprilie    2018;19 Aprilie    2018;;;0266240044;;;null;3014/19.11.2002.;NU;null;537240;17 Decembrie  2002;INREGISTRAT;HARGHITA;01-01-2008;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018;;NU;NU;NU;;;;;;15096365;240;9499;0;3731;0;14;3717;3717;0;0;0;3717;0;3717;0;3471;0;4660;0;0;0;1189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3471;0;4660;0;0;0;1189;0;0;Activitati ale altor organizatii n.c.a.;Activitati de servicii anexe silviculturii
2018;15127143;"GRUPUL ASOCIATIV DE PADURE NR.3 ""BARATOSSARKA""";Suseni;Suseni;554/A;27 Iunie      2019;27 Iunie      2019;;;;;;null;1/24.05.2002.;01-12-2017;null;537305;15 Ianuarie   2003;INREGISTRAT;HARGHITA;NU;NU;NU;NU;NU;NU;NU;NU;NU;NU;01-05-2019;NU;NU;NU;NU;WEB_ONG_AN2014,WEB_ONG_AN2015,WEB_ONG_AN2016,WEB_ONG_AN2017,WEB_ONG_AN2018,WEB_ONG_AN2019;;01-05-2019;01-05-2019;01-05-2019;;;;;;15127143;210;9499;36918;62739;0;74592;-11853;25065;0;0;0;25065;0;25065;100000;87500;98992;23792;1008;63708;0;0;0;0;0;0;0;0;0;0;276650;319550;276650;377205;0;0;0;57655;376650;407050;375642;400997;1008;6053;0;0;0;0;Activitati ale altor organizatii n.c.a.;Silvicultura si alte activitati forestiere
